Id,DietitianId,Name,Description,IsPublic,IsDemo,IsDraft,IsHiddenFromProduction,StepsJson,ArchivedAtUtc,CookTimeMinutes,IsArchived,PrepTimeMinutes,Servings,TagsJson,Slug,CaloriesKcal,CarbsGrams,FatGrams,ProteinGrams
793b0fb7-8c0d-56c1-8cc6-01659dfd8260,13646f33-77b1-4657-a6cf-b9911e84bb84,Naneli baby mısırlı ve sarımsaklı omlet,"Ferah ve renkli dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Baby Mısır ve sarımsak küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp lor peyniri ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,13,False,11,1,"[""kahvaltı"", ""omlet"", ""akdeniz"", ""tava"", ""asya esintisi"", ""yüksek protein""]",naneli-baby-misirli-ve-sarimsakli-omlet-793b0f,462,17.00,25.50,41.00
c5586eba-de9e-5d62-b291-0f344f86edca,13646f33-77b1-4657-a6cf-b9911e84bb84,Kekikli sarımsaklı ve brokolili omlet,"Tok tutan dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Sarımsak ve brokoli küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp lor peyniri ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,13,False,13,1,"[""kahvaltı"", ""omlet"", ""yüksek protein"", ""tava"", ""aromatik""]",kekikli-sarimsakli-ve-brokolili-omlet-c5586e,458,15.00,25.60,42.00
be0b01a7-4be4-5120-aa67-2a717b9092d7,13646f33-77b1-4657-a6cf-b9911e84bb84,Kekikli nohutlu pak choili çorbası,"Hızlı hazırlanabilen yapılı bu çorba, baklagil bazlı yapısıyla gün içinde sürdürülebilir enerji sunar. Öğle ya da akşam öğününde hafif ama doyurucu bir alternatif oluşturur.",False,False,False,False,"[""Pak Choi ve temel aromatik sebzeleri küçük küpler halinde doğrayın."", ""Tencerede kısa süre kavurup baklagili ekleyin."", ""Üzerini geçecek kadar sıcak su ilave edip kısık ateşte pişirin."", ""Kekikli dokunuşunu ekleyip kıvamı oturana kadar kaynatın."", ""İsterseniz kısmen blenderdan geçirip sıcak servis edin.""]",NULL,26,False,15,3,"[""çorba"", ""öğle yemeği"", ""pratik"", ""baklagil"", ""lif"", ""asya esintisi"", ""hafif""]",kekikli-nohutlu-pak-choili-corbasi-be0b01,382,47.00,14.40,16.00
51937a73-ee5d-5a16-9875-3052435e6ca4,13646f33-77b1-4657-a6cf-b9911e84bb84,Fesleğenli hindili karabuğday salata kasesi,"Sebze ağırlıklı bu kase, hindi göğsü ve karabuğday ile uzun süreli tokluk sağlar. Renkli sebzeler sayesinde tabağa canlı bir görünüm ve iyi bir lif dengesi ekler.",False,False,False,False,"[""Karabuğday tabanını ayrı bir kapta haşlayıp süzün."", ""Hindi Göğsü için tercih ettiğiniz pişirme yöntemini uygulayıp dilimleyin."", ""Pak Choi ve eşlik edecek yeşillikleri hazırlayın."", ""Sos malzemelerini karıştırıp kaseyi katmanlı şekilde birleştirin."", ""Sosu servis öncesinde gezdirip hemen sunun.""]",NULL,16,False,13,2,"[""öğle yemeği"", ""salata kasesi"", ""sebze ağırlıklı"", ""yüksek protein"", ""glutensiz"", ""fesleğenli""]",feslegenli-hindili-karabugday-salata-kasesi-51937a,452,38.00,18.20,34.00
a64f564b-3948-51b3-9907-6f49c486c556,13646f33-77b1-4657-a6cf-b9911e84bb84,Limonlu hellimli kinoa salata kasesi,"Dengeli porsiyonlu bu kase, hellim peyniri ve kinoa ile uzun süreli tokluk sağlar. Renkli sebzeler sayesinde tabağa canlı bir görünüm ve iyi bir lif dengesi ekler.",False,False,False,False,"[""Kinoa tabanını ayrı bir kapta haşlayıp süzün."", ""Hellim Peyniri için tercih ettiğiniz pişirme yöntemini uygulayıp dilimleyin."", ""Karnabahar ve eşlik edecek yeşillikleri hazırlayın."", ""Sos malzemelerini karıştırıp kaseyi katmanlı şekilde birleştirin."", ""Sosu servis öncesinde gezdirip hemen sunun.""]",NULL,17,False,10,1,"[""öğle yemeği"", ""salata kasesi"", ""denge"", ""peynir"", ""kompleks karbonhidrat"", ""limonlu""]",limonlu-hellimli-kinoa-salata-kasesi-a64f56,555,40.00,31.40,28.00
214164a5-c9b5-5ba7-b747-dbec4093265b,13646f33-77b1-4657-a6cf-b9911e84bb84,Yoğurt soslu hellimli ıspanaklı wrap,"Kolay taşınabilir öğün düzeni hedefleyen bu wrap, taşınabilir yapısıyla yoğun günlerde iyi çalışır. İç dolgu dengeli karbonhidrat, protein ve sebzeyi aynı lokmada toplar.",False,False,False,False,"[""Hellim Peyniri harcını önceden pişirip ılıtın."", ""Ispanak ve diğer eşlikçileri ince jülyen halinde hazırlayın."", ""Tam Buğday Lavaş yüzeyine yoğurt sos sürün."", ""Dolgu malzemelerini merkezde toplayıp sıkı şekilde sarın."", ""İkiye bölüp ılık ya da soğuk servis edin.""]",NULL,9,False,11,1,"[""öğle yemeği"", ""wrap"", ""ofis dostu"", ""peynir"", ""hafif"", ""taşınabilir""]",yogurt-soslu-hellimli-ispanakli-wrap-214164,521,40.00,25.40,33.00
cc373aa8-8142-50b6-95c2-4894b2152d8e,13646f33-77b1-4657-a6cf-b9911e84bb84,Biberiyeli tofulu rokalı fırın tepsisi,"Tanıdık ama hafif ve dengeli bu ana öğün, tek tepside pratik hazırlık sunar. Tofu ile roka uyumu hafif akşam yemekleri için güçlü bir seçenektir.",False,False,False,False,"[""Fırını önceden 190 dereceye ısıtın."", ""Tofu ve sebzeleri eşit pişecek boyutta hazırlayın."", ""Malzemeleri tepsiye yayıp zeytinyağı ve baharatlarla harmanlayın."", ""Biberiyeli dokunuşuyla lezzeti tamamlayın."", ""Kızarana kadar pişirip sıcak servis edin.""]",NULL,24,False,16,3,"[""akşam yemeği"", ""fırın"", ""türk mutfağı"", ""bitkisel protein"", ""yeşillik"", ""biberiyeli""]",biberiyeli-tofulu-rokali-firin-tepsisi-cc373a,328,19.00,19.60,19.00
a028068c-05c3-56a9-955d-bc02d3864dbd,13646f33-77b1-4657-a6cf-b9911e84bb84,Falafelli kinoalı dolgulu kabak,"İtalyan dokunuşlu bu fırın yemeği, porsiyon kontrolünü kolaylaştıran düzenli bir ana öğündür. Kabak içinde hazırlanan iç harç, dengeli karbonhidrat ve ölçülü protein uyumu desteği sunar.",False,False,False,False,"[""Kabak içini hazırlayıp dolguluk hale getirin."", ""Falafel ve kinoa bazlı iç harcı tavada kısa süre çevirin."", ""Naneli baharatlarını ekleyip iç harcı dengeleyin."", ""Sebzelerin içine paylaştırıp fırın kabına dizin."", ""Yumuşayana kadar pişirip sıcak servis edin.""]",NULL,28,False,15,3,"[""akşam yemeği"", ""dolma"", ""italyan esintisi"", ""baklagil"", ""kompleks karbonhidrat"", ""fırın""]",falafelli-kinoali-dolgulu-kabak-a02806,484,63.00,16.40,21.00
7d819ae7-ec9e-5da4-bd4a-2cc729aaa1d1,13646f33-77b1-4657-a6cf-b9911e84bb84,Tofulu edamameli tam buğday makarna,"Asya esintili bu tabak, klasik makarna hissini daha kontrollü bir içerikle sunar. Sos ve sebze dengesi sayesinde hafif ama tatmin edici bir alternatif oluşturur.",False,False,False,False,"[""Tam Buğday Makarna tabanını uygun süre boyunca pişirin."", ""Tofu ve edamame ile sos temelini hazırlayın."", ""Domates Sosu karışımını tavada kısa süre çevirin."", ""Haşlanan tabanı sos ile buluşturup birkaç dakika dinlendirin."", ""Sıcak servis edip taze otlarla tamamlayın.""]",NULL,22,False,9,1,"[""akşam yemeği"", ""makarna"", ""asya esintisi"", ""bitkisel protein"", ""tam tahıl"", ""karabiberli""]",tofulu-edamameli-tam-bugday-makarna-7d819a,550,62.00,18.00,35.00
ce5d39d9-a088-561e-ab0c-58a4ae71b44c,13646f33-77b1-4657-a6cf-b9911e84bb84,Naneli falafelli kinoa pilavı,"Baharatlı ve paylaşılabilir yapılı bu pilav tabağı, gün içi enerji ihtiyacını kontrollü karşılamak için tasarlandı. Tane tane doku ve dengeli protein miktarıyla günlük planlara kolayca uyum sağlar.",False,False,False,False,"[""Kinoa tabanını yıkayıp uygun kıvamda pişirin."", ""Falafel ve pancar ile ayrı bir iç harç hazırlayın."", ""Pişen tahılı harçla birleştirip birkaç dakika dinlendirin."", ""Naneli ile aromayı canlandırın."", ""Ana öğün olarak sıcak servis edin.""]",NULL,21,False,18,3,"[""öğle yemeği"", ""pilav"", ""mezze"", ""kompleks karbonhidrat"", ""baklagil"", ""naneli""]",naneli-falafelli-kinoa-pilavi-ce5d39,556,59.00,26.20,21.00
a6f289a2-3466-5cad-acf8-03928f642ecd,13646f33-77b1-4657-a6cf-b9911e84bb84,Kekikli edamameli ve sarımsaklı omlet,"Renkli ve güçlü dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Edamame ve sarımsak küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp lor peyniri ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,13,False,13,1,"[""kahvaltı"", ""omlet"", ""latin esintisi"", ""tava"", ""bitkisel protein"", ""yüksek protein""]",kekikli-edamameli-ve-sarimsakli-omlet-a6f289,547,19.00,30.10,50.00
dd889d55-919f-5ce9-a60c-cba25ca0b618,13646f33-77b1-4657-a6cf-b9911e84bb84,Hardallı kırmızı lahanalı ve brokolili omlet,"Sade ve taze dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Kırmızı Lahana ve brokoli küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp süzme yoğurt ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,10,False,10,1,"[""kahvaltı"", ""omlet"", ""iskandinav"", ""tava"", ""renkli sebze"", ""yüksek protein""]",hardalli-kirmizi-lahanali-ve-brokolili-omlet-dd889d,497,22.00,27.70,40.00
a7900dea-d95b-5138-b916-1ade09cd73dd,13646f33-77b1-4657-a6cf-b9911e84bb84,Kekikli kırmızı lahanalı ve pak choili omlet,"Ferah ve renkli dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Kırmızı Lahana ve pak choi küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp süzme yoğurt ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,11,False,9,1,"[""kahvaltı"", ""omlet"", ""akdeniz"", ""tava"", ""renkli sebze"", ""yüksek protein""]",kekikli-kirmizi-lahanali-ve-pak-choili-omlet-a7900d,462,18.00,26.40,38.00
60c1f59b-925c-57db-8503-21899c7da5a8,13646f33-77b1-4657-a6cf-b9911e84bb84,Vanilyalı mangolu kinoa ve süzme yoğurt kasesi,"Yüksek protein odaklı bu kahvaltı, kas korunumu ve uzun süreli tokluk için tasarlandı. Mango, kinoa ve süzme yoğurt birleşimiyle hafif ama dengeli bir başlangıç sunar.",False,False,False,False,"[""Kinoa tabanını uygun bir kapta hazırlayın; gerekiyorsa birkaç dakika önceden sıvı ile yumuşatın."", ""Süzme Yoğurt ile mango parçalarını ayrı bir kapta nazikçe karıştırın."", ""Kaseye önce kinoa tabanını, üzerine süzme yoğurt karışımını alın."", ""Kabak Çekirdeği ve seçtiğiniz baharat dokunuşunu üzerine serpin."", ""Kıvamı oturduktan sonra soğuk servis edin.""]",NULL,1,False,10,1,"[""kahvaltı"", ""kase"", ""yüksek protein"", ""kompleks karbonhidrat"", ""fermente"", ""tropik""]",vanilyali-mangolu-kinoa-ve-suzme-yogurt-kasesi-60c1f5,516,56.00,20.40,27.00
d19208d0-502e-5a87-9a41-d60ef5e1510f,13646f33-77b1-4657-a6cf-b9911e84bb84,Naneli edamameli ve havuçlu omlet,"Hızlı hazırlanabilen dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Edamame ve havuç küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp lor peyniri ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,13,False,8,1,"[""kahvaltı"", ""omlet"", ""pratik"", ""tava"", ""bitkisel protein"", ""yüksek protein""]",naneli-edamameli-ve-havuclu-omlet-d19208,564,23.00,30.20,50.00
8ad0edd3-defa-5c69-b758-0ea3b0b497e4,13646f33-77b1-4657-a6cf-b9911e84bb84,Hardallı pak choili ve semizotlu omlet,"Hafif dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Pak Choi ve semizotu küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp lor peyniri ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,9,False,12,1,"[""kahvaltı"", ""omlet"", ""sebze ağırlıklı"", ""tava"", ""asya esintisi"", ""yüksek protein""]",hardalli-pak-choili-ve-semizotlu-omlet-8ad0ed,463,13.00,26.60,43.00
19fa4fc0-ca29-5fe8-9477-bdcf27538ef5,13646f33-77b1-4657-a6cf-b9911e84bb84,Naneli sarımsaklı ve pak choili omlet,"Ölçülü dokulu bu tarif, yumurta ve sebzeleri tek tavada bir araya getirir. Günün ilk yarısında dengeli bir protein kaynağı arayanlar için uygundur.",False,False,False,False,"[""Sarımsak ve pak choi küçük parçalar halinde doğrayın."", ""Yapışmaz tavayı ısıtıp sebzeleri kısa süre soteleyin."", ""Yumurtaları çırpıp lor peyniri ile pürüzsüz hale getirin."", ""Karışımı tavaya dökün ve kısık ateşte kontrollü şekilde pişirin."", ""Omleti ikiye katlayıp sıcak servis edin.""]",NULL,9,False,13,1,"[""kahvaltı"", ""omlet"", ""denge"", ""tava"", ""aromatik"", ""yüksek protein""]",naneli-sarimsakli-ve-pak-choili-omlet-19fa4f,440,12.00,25.30,41.00
2865c531-07ce-5947-b66f-fba10c0b43ac,13646f33-77b1-4657-a6cf-b9911e84bb84,Yaban mersinli narlı ve havuçlu smoothie,"Ofis temposuna uygun ara öğün alternatifi olan bu smoothie, kolay taşınabilir öğün düzeni hedefini destekler. Meyve ve yeşil sebzeyi dengeli şekilde bir araya getirir.",False,False,False,False,"[""Yaban Mersini ve nar meyvelerini uygun boyutta hazırlayın."", ""Blender haznesine lor peyniri, havuç ve meyveleri ekleyin."", ""İsteğe göre birkaç buz küpü ve su ilavesi yapın."", ""Karışım pürüzsüz olana kadar blenderdan geçirin."", ""Bekletmeden servis edin.""]",NULL,0,False,8,1,"[""ara öğün"", ""smoothie"", ""ofis dostu"", ""antioksidan"", ""renkli sebze"", ""pratik""]",yaban-mersinli-narli-ve-havuclu-smoothie-2865c5,352,40.00,11.10,23.00
b0270415-6c48-50a9-9a46-e30d6639c3ce,13646f33-77b1-4657-a6cf-b9911e84bb84,Yoğurt soslu hellimli mantarlı wrap,"Ev tipi denge ve sürdürülebilir porsiyon kontrolü hedefleyen bu wrap, taşınabilir yapısıyla yoğun günlerde iyi çalışır. İç dolgu dengeli karbonhidrat, protein ve sebzeyi aynı lokmada toplar.",False,False,False,False,"[""Hellim Peyniri harcını önceden pişirip ılıtın."", ""Mantar ve diğer eşlikçileri ince jülyen halinde hazırlayın."", ""Tam Buğday Lavaş yüzeyine yoğurt sos sürün."", ""Dolgu malzemelerini merkezde toplayıp sıkı şekilde sarın."", ""İkiye bölüp ılık ya da soğuk servis edin.""]",NULL,13,False,12,1,"[""öğle yemeği"", ""wrap"", ""türk mutfağı"", ""peynir"", ""hafif"", ""taşınabilir""]",yogurt-soslu-hellimli-mantarli-wrap-b02704,528,41.00,25.30,34.00
0a7d367f-7359-5cb1-a4c5-6ee8d145ca38,13646f33-77b1-4657-a6cf-b9911e84bb84,Limonlu hellimli kuskus salata kasesi,"İtalyan dokunuşlu bu kase, hellim peyniri ve kuskus ile uzun süreli tokluk sağlar. Renkli sebzeler sayesinde tabağa canlı bir görünüm ve iyi bir lif dengesi ekler.",False,False,False,False,"[""Kuskus tabanını ayrı bir kapta haşlayıp süzün."", ""Hellim Peyniri için tercih ettiğiniz pişirme yöntemini uygulayıp dilimleyin."", ""Patlıcan ve eşlik edecek yeşillikleri hazırlayın."", ""Sos malzemelerini karıştırıp kaseyi katmanlı şekilde birleştirin."", ""Sosu servis öncesinde gezdirip hemen sunun.""]",NULL,20,False,12,2,"[""öğle yemeği"", ""salata kasesi"", ""italyan esintisi"", ""peynir"", ""akdeniz"", ""limonlu""]",limonlu-hellimli-kuskus-salata-kasesi-0a7d36,544,44.00,29.30,26.00
