Id,Name,IsMandatory,IsProhibited,CanonicalName,Aliases,IsActive,IsCondiment
ad9665c7-652c-418d-8439-e30a497303c5,Börülce,False,False,Börülce,"[""Börülce"", ""borulce"", ""black-eyed peas"", ""black-eyed-peas"", ""black-eyedpeas"", ""cowpeas"", ""black-eyed pea"", ""black-eyed-pea"", ""black-eyedpea"", ""black eyed pea"", ""blackeyedpea"", ""karnıkara"", ""karnikara"", ""taze börülce"", ""taze-börülce"", ""tazebörülce"", ""taze-borulce"", ""taze borulce"", ""tazeborulce""]",True,False
469ed2da-795d-4bc4-a55a-c7d90e415c60,Brokoli,False,False,Brokoli,"[""Brokoli"", ""broccoli"", ""taze brokoli"", ""taze-brokoli"", ""tazebrokoli"", ""dondurulmuş brokoli"", ""dondurulmuş-brokoli"", ""dondurulmuşbrokoli"", ""dondurulmus-brokoli"", ""dondurulmus brokoli"", ""dondurulmusbrokoli""]",True,False
ee000029-0000-0000-0000-000000000000,Bulgur,False,False,Bulgur,"[""Bulgur"", ""bulgur wheat"", ""bulgur-wheat"", ""bulgurwheat"", ""bulgur pilavı"", ""bulgur-pilavı"", ""bulgurpilavı"", ""bulgur-pilavi"", ""bulgur pilavi"", ""bulgurpilavi"", ""broken wheat"", ""broken-wheat"", ""brokenwheat"", ""ince bulgur"", ""ince-bulgur"", ""incebulgur""]",True,False
28ce46a9-dedd-4f1b-a022-c6aa150a1a76,Çam Fıstığı,False,False,Çam Fıstığı,"[""Çam Fıstığı"", ""çam-fıstığı"", ""çamfıstığı"", ""cam-fistigi"", ""cam fistigi"", ""camfistigi"", ""pine nuts"", ""pine-nuts"", ""pinenuts"", ""pine nut"", ""pine-nut"", ""pinenut""]",True,False
7b22f7e8-658a-433c-b41f-bb4f04fe903c,Ceviz,False,False,Ceviz,"[""Ceviz"", ""walnut"", ""walnuts"", ""taze ceviz"", ""taze-ceviz"", ""tazeceviz"", ""iç ceviz"", ""iç-ceviz"", ""içceviz"", ""ic-ceviz"", ""ic ceviz"", ""icceviz""]",True,False
101c7e25-8d5c-47e5-8b02-9ef2d4ba48b6,Cottage Cheese,False,False,Cottage Cheese,"[""Cottage Cheese"", ""cottage-cheese"", ""cottagecheese"", ""curd cheese"", ""curd-cheese"", ""curdcheese"", ""lor peyniri"", ""lor-peyniri"", ""lorpeyniri"", ""ricotta-like cheese"", ""ricotta-like-cheese"", ""ricotta-likecheese"", ""süzme lor"", ""süzme-lor"", ""süzmelor"", ""suzme-lor"", ""suzme lor"", ""suzmelor"", ""strained curd"", ""strained-curd"", ""strainedcurd""]",True,False
99960799-6868-4027-85b9-457bb175fbfd,Dana Kıyma,False,False,Dana Kıyma,"[""Dana Kıyma"", ""dana-kıyma"", ""danakıyma"", ""dana-kiyma"", ""dana kiyma"", ""danakiyma"", ""ground beef"", ""ground-beef"", ""groundbeef"", ""minced beef"", ""minced-beef"", ""mincedbeef"", ""beef mince"", ""beef-mince"", ""beefmince"", ""yağlı kıyma"", ""yağlı-kıyma"", ""yağlıkıyma"", ""yagli-kiyma"", ""yagli kiyma"", ""yaglikiyma"", ""kıyma"", ""kiyma"", ""mince"", ""yağsız dana kıyma"", ""yağsız-dana-kıyma"", ""yağsızdanakıyma"", ""yagsiz-dana-kiyma"", ""yagsiz dana kiyma"", ""yagsizdanakiyma""]",True,False
ce530eb9-7758-465a-aabd-7ceb2df0ce75,Dana Kuşbaşı,False,False,Dana Kuşbaşı,"[""Dana Kuşbaşı"", ""dana-kuşbaşı"", ""danakuşbaşı"", ""dana-kusbasi"", ""dana kusbasi"", ""danakusbasi"", ""beef cubes"", ""beef-cubes"", ""beefcubes"", ""stew beef"", ""stew-beef"", ""stewbeef""]",True,False
ee000018-0000-0000-0000-000000000000,Dereotu,False,False,Dereotu,"[""Dereotu"", ""dill"", ""taze dereotu"", ""taze-dereotu"", ""tazedereotu"", ""kurutulmuş dereotu"", ""kurutulmuş-dereotu"", ""kurutulmuşdereotu"", ""kurutulmus-dereotu"", ""kurutulmus dereotu"", ""kurutulmusdereotu""]",True,False
ee00000b-0000-0000-0000-000000000000,Domates,False,False,Domates,"[""Domates"", ""domates"", ""tomato"", ""tomatoes"", ""tomat"", ""kiraz domates"", ""kiraz-domates"", ""kirazdomates"", ""salça"", ""salca""]",True,False
e9b007c7-b944-4bcd-9fcf-410a96748f93,Domates Salçası,False,False,Domates Salçası,"[""Domates Salçası"", ""domates-salçası"", ""domatessalçası"", ""domates-salcasi"", ""domates salcasi"", ""domatessalcasi"", ""tomato paste"", ""tomato-paste"", ""tomatopaste"", ""salça"", ""salca""]",True,True
5232e5b2-7406-4b69-a30a-82ce7f48deea,Enginar,False,False,Enginar,"[""Enginar"", ""artichoke"", ""taze enginar"", ""taze-enginar"", ""tazeenginar""]",True,False
176c0948-c748-447e-aeaa-e0ec6c9891be,Erişte,False,False,Erişte,"[""Erişte"", ""eriste"", ""egg noodles"", ""egg-noodles"", ""eggnoodles"", ""homemade erişte"", ""homemade-erişte"", ""homemadeerişte"", ""homemade-eriste"", ""homemade eriste"", ""homemadeeriste"", ""taze erişte"", ""taze-erişte"", ""tazeerişte"", ""taze-eriste"", ""taze eriste"", ""tazeeriste""]",True,False
39ecd883-60d2-49e3-9349-52c7e37953de,Fasulye,False,False,Fasulye,"[""Fasulye"", ""bean"", ""beans"", ""beyaz fasulye"", ""beyaz-fasulye"", ""beyazfasulye"", ""white bean"", ""white-bean"", ""whitebean"", ""white beans"", ""white-beans"", ""whitebeans"", ""kuru fasulye"", ""kuru-fasulye"", ""kurufasulye"", ""dry beans"", ""dry-beans"", ""drybeans"", ""dried beans"", ""dried-beans"", ""driedbeans"", ""pinto fasulye"", ""pinto-fasulye"", ""pintofasulye""]",True,False
eb88f100-30e8-48eb-9552-fcc063701c70,Galeta Unu,False,False,Galeta Unu,"[""Galeta Unu"", ""galeta-unu"", ""galetaunu"", ""bread crumbs"", ""bread-crumbs"", ""breadcrumbs"", ""ekmek kırıntısı"", ""ekmek-kırıntısı"", ""ekmekkırıntısı"", ""ekmek-kirintisi"", ""ekmek kirintisi"", ""ekmekkirintisi""]",True,True
54d48273-8473-4aef-98cf-6cce4a088ace,Hamsi,False,False,Hamsi,"[""Hamsi"", ""anchovy"", ""anchovies"", ""taze hamsi"", ""taze-hamsi"", ""tazehamsi"", ""hamsikoli""]",True,False
ee000012-0000-0000-0000-000000000000,Havuç,False,False,Havuç,"[""Havuç"", ""havuc"", ""carrot"", ""carrots"", ""taze havuç"", ""taze-havuç"", ""tazehavuç"", ""taze-havuc"", ""taze havuc"", ""tazehavuc"", ""bebek havuç"", ""bebek-havuç"", ""bebekhavuç"", ""bebek-havuc"", ""bebek havuc"", ""bebekhavuc""]",True,False
55c208f2-9e34-429f-b542-17d8da77cbd5,Hellim,False,False,Hellim,"[""Hellim"", ""halloumi"", ""taze hellim"", ""taze-hellim"", ""tazehellim""]",True,False
5dd13ea7-efdf-47db-a622-863d76173ade,Hindi Göğsü,False,False,Hindi Göğsü,"[""Hindi Göğsü"", ""hindi-göğsü"", ""hindigöğsü"", ""hindi-gogsu"", ""hindi gogsu"", ""hindigogsu"", ""turkey breast"", ""turkey-breast"", ""turkeybreast"", ""turkey fillet"", ""turkey-fillet"", ""turkeyfillet"", ""hindi fileto"", ""hindi-fileto"", ""hindifileto"", ""ızgara hindi"", ""ızgara-hindi"", ""ızgarahindi"", ""izgara-hindi"", ""izgara hindi"", ""izgarahindi""]",True,False
d79ba95b-c5f1-49ef-b086-37ed7e7f632b,İnce Bulgur,False,False,İnce Bulgur,"[""İnce Bulgur"", ""ince-bulgur"", ""incebulgur"", ""fine bulgur"", ""fine-bulgur"", ""finebulgur"", ""köftelik bulgur"", ""köftelik-bulgur"", ""köftelikbulgur"", ""koftelik-bulgur"", ""koftelik bulgur"", ""koftelikbulgur"", ""i̇nce bulgur"", ""i̇nce-bulgur"", ""i̇ncebulgur""]",True,False
ee000010-0000-0000-0000-000000000000,Ispanak,False,False,Ispanak,"[""Ispanak"", ""ispanak"", ""spinach"", ""baby spinach"", ""baby-spinach"", ""babyspinach"", ""taze ıspanak"", ""taze-ıspanak"", ""tazeıspanak"", ""taze-ispanak"", ""taze ispanak"", ""tazeispanak""]",True,False
ee000014-0000-0000-0000-000000000000,Kabak,False,False,Kabak,"[""Kabak"", ""zucchini"", ""courgette"", ""kabak çiçeği"", ""kabak-çiçeği"", ""kabakçiçeği"", ""kabak-cicegi"", ""kabak cicegi"", ""kabakcicegi"", ""sakız kabağı"", ""sakız-kabağı"", ""sakızkabağı"", ""sakiz-kabagi"", ""sakiz kabagi"", ""sakizkabagi""]",True,False
0356b1f4-da25-4916-82b2-067411f1cd87,Kapya Biber,False,False,Kapya Biber,"[""Kapya Biber"", ""kapya-biber"", ""kapyabiber"", ""capia pepper"", ""capia-pepper"", ""capiapepper"", ""red capia pepper"", ""red-capia-pepper"", ""redcapiapepper"", ""sweet red pepper"", ""sweet-red-pepper"", ""sweetredpepper"", ""kırmızı biber"", ""kırmızı-biber"", ""kırmızıbiber"", ""kirmizi-biber"", ""kirmizi biber"", ""kirmizibiber"", ""red pepper"", ""red-pepper"", ""redpepper"", ""red bell pepper"", ""red-bell-pepper"", ""redbellpepper"", ""paprika pepper"", ""paprika-pepper"", ""paprikapepper"", ""dolmalık biber"", ""dolmalık-biber"", ""dolmalıkbiber"", ""dolmalik-biber"", ""dolmalik biber"", ""dolmalikbiber""]",True,False
ee000035-0000-0000-0000-000000000000,Karabiber,False,False,Karabiber,"[""Karabiber"", ""black pepper"", ""black-pepper"", ""blackpepper"", ""pepper"", ""taze çekilmiş karabiber"", ""taze-çekilmiş-karabiber"", ""tazeçekilmişkarabiber"", ""taze-cekilmis-karabiber"", ""taze cekilmis karabiber"", ""tazecekilmiskarabiber""]",True,True
969a53b4-6b34-4461-8b02-1e70bf990db3,Karides,False,False,Karides,"[""Karides"", ""shrimp"", ""prawn"", ""taze karides"", ""taze-karides"", ""tazekarides""]",True,False
dc544854-1335-49b3-be7c-751496dca301,Karnabahar,False,False,Karnabahar,"[""Karnabahar"", ""cauliflower"", ""beyaz karnabahar"", ""beyaz-karnabahar"", ""beyazkarnabahar"", ""taze karnabahar"", ""taze-karnabahar"", ""tazekarnabahar""]",True,False
936e9acc-9a1f-4501-b667-f6ac6804909b,Kaşar Peyniri,False,False,Kaşar Peyniri,"[""Kaşar Peyniri"", ""kaşar-peyniri"", ""kaşarpeyniri"", ""kasar-peyniri"", ""kasar peyniri"", ""kasarpeyniri"", ""kasar cheese"", ""kasar-cheese"", ""kasarcheese"", ""yellow cheese"", ""yellow-cheese"", ""yellowcheese"", ""kashar cheese"", ""kashar-cheese"", ""kasharcheese"", ""kasseri cheese"", ""kasseri-cheese"", ""kassericheese"", ""eski kaşar"", ""eski-kaşar"", ""eskikaşar"", ""eski-kasar"", ""eski kasar"", ""eskikasar"", ""taze kaşar"", ""taze-kaşar"", ""tazekaşar"", ""taze-kasar"", ""taze kasar"", ""tazekasar"", ""kaşar"", ""kasar""]",True,False
311104cb-92a8-4e64-bb18-d22461effebe,Kekik,False,False,Kekik,"[""Kekik"", ""thyme"", ""dried thyme"", ""dried-thyme"", ""driedthyme"", ""taze kekik"", ""taze-kekik"", ""tazekekik""]",True,True
e0ca00cc-387f-4ecd-88fe-bf60ea8bf2f9,Kereviz,False,False,Kereviz,"[""Kereviz"", ""celery root"", ""celery-root"", ""celeryroot"", ""celeriac"", ""taze kereviz"", ""taze-kereviz"", ""tazekereviz""]",True,False
ee000036-0000-0000-0000-000000000000,Kimyon,False,False,Kimyon,"[""Kimyon"", ""cumin"", ""öğütülmüş kimyon"", ""öğütülmüş-kimyon"", ""öğütülmüşkimyon"", ""ogutulmus-kimyon"", ""ogutulmus kimyon"", ""ogutulmuskimyon""]",True,True
ee000037-0000-0000-0000-000000000000,Kırmızı Pul Biber,False,False,Kırmızı Pul Biber,"[""Kırmızı Pul Biber"", ""kırmızı-pul-biber"", ""kırmızıpulbiber"", ""kirmizi-pul-biber"", ""kirmizi pul biber"", ""kirmizipulbiber"", ""red pepper flakes"", ""red-pepper-flakes"", ""redpepperflakes"", ""chili flakes"", ""chili-flakes"", ""chiliflakes"", ""crushed red pepper"", ""crushed-red-pepper"", ""crushedredpepper"", ""pul biber"", ""pul-biber"", ""pulbiber"", ""flakes pepper"", ""flakes-pepper"", ""flakespepper"", ""acı pul biber"", ""acı-pul-biber"", ""acıpulbiber"", ""aci-pul-biber"", ""aci pul biber"", ""acipulbiber"", ""hot flakes pepper"", ""hot-flakes-pepper"", ""hotflakespepper""]",True,True
f66768ce-9de1-537f-904b-57c2c65ffb98,Köftelik Dana Kıyma,False,False,Köftelik Dana Kıyma,"[""Köftelik Dana Kıyma"", ""köftelikdanakıyma"", ""meatball mince""]",True,False
593309a7-9866-5430-a44c-45655e559ec5,Kuş Üzümü,False,False,Kuş Üzümü,"[""Kuş Üzümü"", ""kuşüzümü"", ""currants"", ""black currants""]",True,False
17e9fe54-ddfb-5589-b7fc-62a6574cf975,Kuzu Kuşbaşı,False,False,Kuzu Kuşbaşı,"[""Kuzu Kuşbaşı"", ""kuzukuşbaşı"", ""lamb cubes""]",True,False
a2285dcf-cf6a-5529-b7c6-6b2e6eeb83e3,Levrek Fileto,False,False,Levrek Fileto,"[""Levrek Fileto"", ""levrekfileto"", ""sea bass fillet""]",True,False
ee00001f-0000-0000-0000-000000000000,Limon,False,False,Limon,"[""Limon"", ""lemon"", ""lemons"", ""taze limon"", ""taze-limon"", ""tazelimon"", ""limon suyu"", ""limon-suyu"", ""limonsuyu""]",True,True
ee000039-0000-0000-0000-000000000000,Mantar,False,False,Mantar,"[""Mantar"", ""mushroom"", ""mushrooms"", ""kültür mantarı"", ""kültür-mantarı"", ""kültürmantarı"", ""kultur-mantari"", ""kultur mantari"", ""kulturmantari"", ""şampinyon"", ""sampinyon"", ""champignon""]",True,False
ee000015-0000-0000-0000-000000000000,Marul,False,False,Marul,"[""Marul"", ""marul"", ""lettuce"", ""romaine lettuce"", ""romaine-lettuce"", ""romainelettuce"", ""iceberg lettuce"", ""iceberg-lettuce"", ""iceberglettuce"", ""yeşil marul"", ""yeşil-marul"", ""yeşilmarul"", ""yesil-marul"", ""yesil marul"", ""yesilmarul"", ""green lettuce"", ""green-lettuce"", ""greenlettuce"", ""romaine"", ""kıvırcık marul"", ""kıvırcık-marul"", ""kıvırcıkmarul"", ""kivircik-marul"", ""kivircik marul"", ""kivircikmarul""]",True,False
ee000017-0000-0000-0000-000000000000,Maydanoz,False,False,Maydanoz,"[""Maydanoz"", ""parsley"", ""taze maydanoz"", ""taze-maydanoz"", ""tazemaydanoz"", ""kıvırcık maydanoz"", ""kıvırcık-maydanoz"", ""kıvırcıkmaydanoz"", ""kivircik-maydanoz"", ""kivircik maydanoz"", ""kivircikmaydanoz""]",True,True
c41a4718-ee76-4a17-a862-778b525aff88,Mercimek,False,False,Mercimek,"[""Mercimek"", ""lentil"", ""lentils"", ""kırmızı mercimek"", ""kırmızı-mercimek"", ""kırmızımercimek"", ""kirmizi-mercimek"", ""kirmizi mercimek"", ""kirmizimercimek"", ""red lentil"", ""red-lentil"", ""redlentil"", ""red lentils"", ""red-lentils"", ""redlentils"", ""yeşil mercimek"", ""yeşil-mercimek"", ""yeşilmercimek"", ""yesil-mercimek"", ""yesil mercimek"", ""yesilmercimek"", ""green lentil"", ""green-lentil"", ""greenlentil"", ""sarı mercimek"", ""sarı-mercimek"", ""sarımercimek"", ""sari-mercimek"", ""sari mercimek"", ""sarimercimek""]",True,False
ee000019-0000-0000-0000-000000000000,Nane,False,False,Nane,"[""Nane"", ""mint"", ""taze nane"", ""taze-nane"", ""tazenane"", ""spearmint""]",True,True
ba8306d4-cf20-43d9-beef-8e9ba93eedc3,Nar Ekşisi,False,False,Nar Ekşisi,"[""Nar Ekşisi"", ""nar-ekşisi"", ""narekşisi"", ""nar-eksisi"", ""nar eksisi"", ""nareksisi"", ""pomegranate molasses"", ""pomegranate-molasses"", ""pomegranatemolasses""]",True,True
ee00002f-0000-0000-0000-000000000000,Nohut,False,False,Nohut,"[""Nohut"", ""chickpea"", ""chickpeas"", ""garbanzo bean"", ""garbanzo-bean"", ""garbanzobean"", ""garbanzo"", ""haşlanmış nohut"", ""haşlanmış-nohut"", ""haşlanmışnohut"", ""haslanmis-nohut"", ""haslanmis nohut"", ""haslanmisnohut""]",True,False
ca3b1ec4-c30c-4031-bbaa-d69fef46a98c,Palamut,False,False,Palamut,"[""Palamut"", ""bonito"", ""taze palamut"", ""taze-palamut"", ""tazepalamut""]",True,False
7efb8124-685c-47b6-a0cc-abfbff03c5ec,Pancar,False,False,Pancar,"[""Pancar"", ""beetroot"", ""kırmızı pancar"", ""kırmızı-pancar"", ""kırmızıpancar"", ""kirmizi-pancar"", ""kirmizi pancar"", ""kirmizipancar"", ""taze pancar"", ""taze-pancar"", ""tazepancar""]",True,False
600d7dae-1651-4144-95cd-736c0528ceda,Patates,False,False,Patates,"[""Patates"", ""potato"", ""potatoes"", ""sarı patates"", ""sarı-patates"", ""sarıpatates"", ""sari-patates"", ""sari patates"", ""saripatates"", ""tatlı patates"", ""tatlı-patates"", ""tatlıpatates"", ""tatli-patates"", ""tatli patates"", ""tatlipatates"", ""kumpir patatesi"", ""kumpir-patatesi"", ""kumpirpatatesi""]",True,False
ee000013-0000-0000-0000-000000000000,Patlıcan,False,False,Patlıcan,"[""Patlıcan"", ""patlican"", ""eggplant"", ""aubergine"", ""kemer patlıcan"", ""kemer-patlıcan"", ""kemerpatlıcan"", ""kemer-patlican"", ""kemer patlican"", ""kemerpatlican""]",True,False
3b0fff54-2a2d-4052-9b1b-96fc45c37535,Pazı,False,False,Pazı,"[""Pazı"", ""pazi"", ""chard"", ""yaprak pazı"", ""yaprak-pazı"", ""yaprakpazı"", ""yaprak-pazi"", ""yaprak pazi"", ""yaprakpazi"", ""taze pazı"", ""taze-pazı"", ""tazepazı"", ""taze-pazi"", ""taze pazi"", ""tazepazi""]",True,False
e559f5b1-c9cd-4d6a-ae24-1a616709488f,Pırasa,False,False,Pırasa,"[""Pırasa"", ""pirasa"", ""leek"", ""taze pırasa"", ""taze-pırasa"", ""tazepırasa"", ""taze-pirasa"", ""taze pirasa"", ""tazepirasa""]",True,False
ee000028-0000-0000-0000-000000000000,Pirinç,False,False,Pirinç,"[""Pirinç"", ""pirinc"", ""rice"", ""white rice"", ""white-rice"", ""whiterice"", ""baldo pirinç"", ""baldo-pirinç"", ""baldopirinç"", ""baldo-pirinc"", ""baldo pirinc"", ""baldopirinc"", ""baldo rice"", ""baldo-rice"", ""baldorice"", ""short grain rice"", ""short-grain-rice"", ""shortgrainrice"", ""uzun taneli pirinç"", ""uzun-taneli-pirinç"", ""uzuntanelipirinç"", ""uzun-taneli-pirinc"", ""uzun taneli pirinc"", ""uzuntanelipirinc""]",True,False
34f4fba6-1158-5390-8a49-a067ad0696c2,Portakal Suyu,False,False,Portakal Suyu,"[""Portakal Suyu"", ""portakalsuyu"", ""orange juice""]",True,True
ee000016-0000-0000-0000-000000000000,Roka,False,False,Roka,"[""Roka"", ""arugula"", ""rocket"", ""taze roka"", ""taze-roka"", ""tazeroka""]",True,False
ee00000c-0000-0000-0000-000000000000,Salatalık,False,False,Salatalık,"[""Salatalık"", ""salatalik"", ""cucumber"", ""cucumbers"", ""hıyar"", ""hiyar"", ""salatalık""]",True,False
ee00000f-0000-0000-0000-000000000000,Sarımsak,False,False,Sarımsak,"[""Sarımsak"", ""sarimsak"", ""garlic"", ""garlic clove"", ""garlic-clove"", ""garlicclove"", ""taze sarımsak"", ""taze-sarımsak"", ""tazesarımsak"", ""taze-sarimsak"", ""taze sarimsak"", ""tazesarimsak"", ""ezilmiş sarımsak"", ""ezilmiş-sarımsak"", ""ezilmişsarımsak"", ""ezilmis-sarimsak"", ""ezilmis sarimsak"", ""ezilmissarimsak""]",True,True
7eb5b21b-fa17-4830-a4f1-b2aa2f62d68a,Semizotu,False,False,Semizotu,"[""Semizotu"", ""purslane"", ""taze semizotu"", ""taze-semizotu"", ""tazesemizotu""]",True,False
be206662-479c-4b85-a4e0-3b2db9b7c306,Sirke,False,False,Sirke,"[""Sirke"", ""vinegar"", ""taze sirke"", ""taze-sirke"", ""tazesirke""]",True,True
ee00000e-0000-0000-0000-000000000000,Soğan,False,False,Soğan,"[""Soğan"", ""sogan"", ""onion"", ""onions"", ""red onion"", ""red-onion"", ""redonion"", ""kuru soğan"", ""kuru-soğan"", ""kurusoğan"", ""kuru-sogan"", ""kuru sogan"", ""kurusogan"", ""dry onion"", ""dry-onion"", ""dryonion"", ""kırmızı soğan"", ""kırmızı-soğan"", ""kırmızısoğan"", ""kirmizi-sogan"", ""kirmizi sogan"", ""kirmizisogan""]",True,True
ee000025-0000-0000-0000-000000000000,Somon,False,False,Somon,"[""Somon"", ""salmon"", ""somon fileto"", ""somon-fileto"", ""somonfileto"", ""taze somon"", ""taze-somon"", ""tazesomon""]",True,False
29f6d894-da5c-42bb-b47f-1958ea378b11,Sumak,False,False,Sumak,"[""Sumak"", ""sumac"", ""taze sumak"", ""taze-sumak"", ""tazesumak""]",True,True
2a0be04b-f7ad-40e1-bd30-af3eccdc10d3,Süt,False,False,Süt,"[""Süt"", ""sut"", ""milk"", ""whole milk"", ""whole-milk"", ""wholemilk""]",True,False
ee000002-0000-0000-0000-000000000000,Süzme Yoğurt,False,False,Süzme Yoğurt,"[""Süzme Yoğurt"", ""süzme-yoğurt"", ""süzmeyoğurt"", ""suzme-yogurt"", ""suzme yogurt"", ""suzmeyogurt"", ""strained yogurt"", ""strained-yogurt"", ""strainedyogurt"", ""strained yoghurt"", ""strained-yoghurt"", ""strainedyoghurt"", ""greek yogurt"", ""greek-yogurt"", ""greekyogurt"", ""greek yoghurt"", ""greek-yoghurt"", ""greekyoghurt"", ""suzme yoğurt"", ""suzme-yoğurt"", ""suzmeyoğurt"", ""labne"", ""thick yogurt"", ""thick-yogurt"", ""thickyogurt"", ""koyu yoğurt"", ""koyu-yoğurt"", ""koyuyoğurt"", ""koyu-yogurt"", ""koyu yogurt"", ""koyuyogurt"", ""süzme yogurt"", ""süzme-yogurt"", ""süzmeyogurt""]",True,False
1ae0b784-572f-4a74-8d08-2f21a09524b5,Tahini,False,False,Tahini,"[""Tahini"", ""sesame paste"", ""sesame-paste"", ""sesamepaste"", ""susam ezmesi"", ""susam-ezmesi"", ""susamezmesi"", ""sesame butter"", ""sesame-butter"", ""sesamebutter"", ""beyaz tahin"", ""beyaz-tahin"", ""beyaztahin""]",True,False
9d277685-adaf-4415-a4ef-7b0b8f4fb6c8,Tam Buğday Makarnası,False,False,Tam Buğday Makarnası,"[""Tam Buğday Makarnası"", ""tam-buğday-makarnası"", ""tambuğdaymakarnası"", ""tam-bugday-makarnasi"", ""tam bugday makarnasi"", ""tambugdaymakarnasi"", ""whole wheat pasta"", ""whole-wheat-pasta"", ""wholewheatpasta"", ""wholegrain pasta"", ""wholegrain-pasta"", ""wholegrainpasta"", ""whole grain pasta"", ""whole-grain-pasta"", ""tam tahıl makarna"", ""tam-tahıl-makarna"", ""tamtahılmakarna"", ""tam-tahil-makarna"", ""tam tahil makarna"", ""tamtahilmakarna""]",True,False
542580f9-295d-4bc1-ba47-fc50fe8dbf57,Tarhana,False,False,Tarhana,"[""Tarhana"", ""fermented soup mix"", ""fermented-soup-mix"", ""fermentedsoupmix"", ""toz tarhana"", ""toz-tarhana"", ""toztarhana"", ""taze tarhana"", ""taze-tarhana"", ""tazetarhana""]",True,False
